timestamp,Open,High,Low,Close,Volume
2023-06-15,25124.0,25743.8,24751.1,25577.1,4450.15834054
2023-06-16,25577.0,26497.0,25140.0,26323.0,3754.76905266
2023-06-17,26323.0,26793.8,26175.0,26511.8,1777.04973237
2023-06-18,26511.9,26685.1,26253.2,26334.7,1332.05039946
2023-06-19,26334.7,27041.8,26262.7,26840.0,3537.78926992
2023-06-20,26840.1,28400.0,26650.0,28308.9,7518.18966948
2023-06-21,28308.8,30794.9,28280.3,29992.0,9800.50387289
2023-06-22,29986.8,30460.0,29550.0,29900.0,6065.20894007
2023-06-23,29900.1,31435.3,29820.0,30687.7,6294.80793672
2023-06-24,30687.7,30812.3,30254.6,30542.4,2012.18857061
2023-06-25,30542.4,31025.4,30250.0,30447.3,1994.52104511
2023-06-26,30447.2,30645.0,29914.6,30264.2,2819.66185562
2023-06-27,30264.2,31008.5,30223.6,30695.8,3399.78078259
2023-06-28,30695.9,30720.9,29834.2,30088.1,3264.30738921
2023-06-29,30088.2,30825.0,30052.5,30450.6,2830.05933982
2023-06-30,30450.5,31276.9,29375.6,30475.0,6436.30990754
2023-07-01,30475.0,30640.3,30333.2,30591.7,708.9249389
2023-07-02,30591.7,30783.2,30192.0,30622.7,726.83724643
2023-07-03,30622.7,31373.7,30586.0,31144.9,2516.53374604
2023-07-04,31145.0,31319.7,30622.6,30781.9,1677.57052547
2023-07-05,30781.9,30856.6,30160.4,30502.8,2381.90896289
2023-07-06,30502.8,31631.0,29868.3,29901.7,4687.5195512
2023-07-07,29907.7,30433.3,29699.0,30339.1,2370.66933128
2023-07-08,30339.1,30380.9,30077.0,30294.3,647.42022758
2023-07-09,30294.3,30448.3,30100.0,30175.1,572.6126894
2023-07-10,30175.1,31017.3,29966.1,30409.9,2484.19046656
2023-07-11,30409.9,30786.6,30329.0,30623.9,1749.52300431
2023-07-12,30623.9,30969.0,30230.0,30395.3,2509.58609418
2023-07-13,30395.3,31790.8,30217.1,31486.0,4744.47078912
2023-07-14,31486.1,31634.2,29950.0,30329.7,4146.59095507
2023-07-15,30329.7,30387.6,30270.5,30284.4,617.38556731
2023-07-16,30284.4,30447.5,30069.0,30239.3,804.64532027
2023-07-17,30239.3,30330.9,29669.0,30148.2,2242.0369222
2023-07-18,30148.2,30212.5,29500.0,29857.3,2056.46485575
2023-07-19,29857.3,30199.9,29762.9,29912.6,1796.0905576
2023-07-20,29912.7,30405.9,29591.2,29797.9,2182.59405368
2023-07-21,29797.9,30053.2,29720.3,29915.1,1288.54211114
2023-07-22,29915.1,29980.1,29650.0,29766.8,638.1612134
2023-07-23,29766.7,30333.5,29746.8,30082.4,833.08133708
2023-07-24,30082.4,30087.3,28880.0,29178.4,2561.93136821
2023-07-25,29179.9,29371.0,29060.9,29225.0,1194.30071892
2023-07-26,29225.0,29678.3,29105.5,29336.1,2031.4687993
2023-07-27,29336.1,29553.3,29071.7,29209.0,1379.55036178
2023-07-28,29209.0,29506.1,29112.8,29314.2,1100.84828241
2023-07-29,29315.4,29392.4,29261.9,29360.4,627.28099598
2023-07-30,29360.5,29440.4,29054.8,29277.7,448.50009551
2023-07-31,29277.8,29500.0,29123.9,29227.6,1448.52308833
2023-08-01,29227.6,29695.2,28760.0,29695.2,2853.54766918
2023-08-02,29694.9,30000.0,28932.9,29152.3,2900.00476038
2023-08-03,29152.3,29395.8,28960.0,29187.2,1921.07280717
2023-08-04,29187.2,29305.2,28800.0,29072.9,1209.79542053
2023-08-05,29073.0,29099.9,28955.7,29047.1,412.22039116
2023-08-06,29047.2,29153.8,28952.1,29036.9,447.68761327
2023-08-07,29037.0,29225.0,28628.9,29179.0,2071.0425233
2023-08-08,29179.0,30190.0,29113.7,29766.6,3409.68303902
2023-08-09,29766.6,30099.2,29372.8,29570.8,2410.68808924
2023-08-10,29570.9,29694.4,29329.0,29429.0,1482.92884713
2023-08-11,29429.0,29534.0,29208.1,29399.0,1031.82840015
2023-08-12,29399.0,29455.6,29353.9,29412.4,389.62535967
2023-08-13,29412.5,29440.1,29260.0,29285.1,490.06627965
2023-08-14,29285.1,29657.8,29100.0,29418.4,1250.38327077
2023-08-15,29418.5,29450.0,29075.0,29165.4,1194.06219207
2023-08-16,29165.4,29219.9,28695.3,28698.5,1475.96683852
2023-08-17,28699.3,28748.0,24800.0,26636.6,5962.14893579
2023-08-18,26633.1,26820.0,25607.1,26046.6,3116.95003319
2023-08-19,26046.5,26250.0,25800.1,26083.2,950.11556572
2023-08-20,26083.2,26275.3,25995.7,26188.5,583.23160868
2023-08-21,26188.5,26225.0,25807.3,26123.4,1245.46717715
2023-08-22,26123.4,26123.4,25359.9,26040.4,1646.3291121
2023-08-23,26040.5,26779.4,25803.4,26417.4,2401.35543324
2023-08-24,26417.5,26562.0,25875.7,26160.0,1416.88216044
2023-08-25,26160.0,26281.5,25778.0,26049.8,1427.03372258
2023-08-26,26049.9,26098.3,25984.9,26002.4,356.70707825
2023-08-27,26002.4,26165.9,25966.6,26087.4,448.29657304
2023-08-28,26087.4,26230.9,25860.2,26109.6,1348.3081503
2023-08-29,26109.6,28150.0,25927.2,27731.7,4726.09076451
2023-08-30,27731.7,27757.3,27005.2,27305.4,2032.95732924
2023-08-31,27305.4,27605.5,25663.0,25936.2,2375.02443369
2023-09-01,25936.3,26127.0,25333.3,25808.3,2544.98277665
2023-09-02,25808.3,25973.8,25754.1,25869.7,614.23333921
2023-09-03,25869.7,26119.0,25820.1,25969.4,619.21434504
2023-09-04,25969.4,26079.2,25630.8,25806.3,849.90782256
2023-09-05,25806.3,25868.8,25580.5,25788.7,941.71467932
2023-09-06,25788.8,26000.0,25385.2,25763.8,1152.75666178
2023-09-07,25763.7,26487.7,25609.0,26236.4,2170.1435956
2023-09-08,26236.5,26414.0,25650.0,25905.2,2181.02001657
2023-09-09,25905.3,25919.2,25803.7,25891.3,339.50872669
2023-09-10,25891.3,26040.7,25582.5,25830.0,961.69552118
2023-09-11,25830.0,25875.0,24925.0,25163.4,3265.83063715
2023-09-12,25163.4,26528.9,25140.1,25832.4,3632.51248271
2023-09-13,25832.4,27212.0,25780.0,26231.1,2898.11469839
2023-09-14,26231.2,26833.0,26154.6,26535.5,2586.89823298
2023-09-15,26535.5,26887.7,26220.9,26610.0,2739.20878369
2023-09-16,26610.1,26756.8,26480.5,26568.5,519.04251464
2023-09-17,26568.4,26603.2,26412.0,26539.8,402.86791697
2023-09-18,26539.9,27468.1,26405.7,26758.3,3044.11850614
2023-09-19,26758.3,27494.5,26691.2,27228.6,2891.06865242
2023-09-20,27228.6,27397.8,26826.7,27135.1,2185.3227888
2023-09-21,27135.1,27150.0,26358.2,26567.6,2525.1504168
2023-09-22,26567.6,26716.9,26490.0,26583.8,1377.78818382
2023-09-23,26583.8,26630.0,26500.0,26580.8,554.31605307
2023-09-24,26580.8,26711.0,26157.0,26252.3,722.68160905
2023-09-25,26252.4,26420.0,26000.0,26289.8,2938.53345591
2023-09-26,26289.8,26393.2,26094.3,26214.9,1256.88728531
2023-09-27,26214.9,26818.2,26100.1,26359.9,2024.3096072
2023-09-28,26359.9,27312.9,26329.9,27026.8,2519.55847133
2023-09-29,27027.3,27225.7,26692.0,26920.1,2046.27520387
2023-09-30,26920.1,27096.0,26888.3,26972.9,591.63366313
2023-10-01,26972.1,28087.9,26965.7,27981.1,1803.40971306
2023-10-02,27981.1,28572.5,27298.0,27500.9,5477.09708743
2023-10-03,27500.9,27658.2,27189.0,27428.2,2269.82042802
2023-10-04,27428.2,27826.3,27229.8,27800.0,1661.17320354
2023-10-05,27800.0,28116.4,27366.1,27413.8,2420.06613584
2023-10-06,27413.8,28284.9,27185.1,27947.8,2704.34987354
2023-10-07,27947.8,28028.7,27865.7,27973.4,811.49808618
2023-10-08,27973.4,28107.2,27740.1,27934.7,677.8912909
2023-10-09,27934.7,27996.8,27275.0,27586.1,2304.99609938
2023-10-10,27586.1,27713.6,27300.0,27397.3,1585.44517938
2023-10-11,27397.3,27468.9,26551.0,26868.2,3092.07799609
2023-10-12,26868.2,26925.0,26560.0,26760.9,1601.34612333
2023-10-13,26760.9,27137.0,26675.0,26867.9,2111.79481791
2023-10-14,26867.9,26976.5,26820.0,26857.3,730.75681777
2023-10-15,26857.3,27292.1,26820.1,27170.1,1026.08545185
2023-10-16,27170.1,30000.0,27119.9,28516.8,7787.35559589
2023-10-17,28516.8,28606.3,28100.0,28415.8,2328.47652769
2023-10-18,28415.8,28980.6,28170.0,28335.1,2035.02646802
2023-10-19,28335.1,28900.0,28150.5,28726.9,2372.54455712
2023-10-20,28727.0,30215.0,28600.1,29680.9,3812.08607916
2023-10-21,29680.9,30343.3,29483.5,29920.2,2252.19712262
2023-10-22,29920.2,30220.7,29694.1,29987.3,1328.85638275
2023-10-23,29987.3,34800.0,29914.0,33084.4,7154.71601
2023-10-24,33084.4,35225.0,32880.1,33922.4,7855.01386151
2023-10-25,33921.6,35140.3,33706.1,34489.9,3923.75924466
2023-10-26,34489.9,34825.0,33717.2,34155.2,3871.43890163
2023-10-27,34155.2,34239.7,33318.6,33915.1,2681.16178873
2023-10-28,33915.1,34463.7,33852.8,34092.1,1222.22173256
2023-10-29,34092.0,34758.5,33960.1,34529.5,1521.60438775
2023-10-30,34529.5,34953.4,34100.1,34508.1,2531.60813961
2023-10-31,34508.1,34719.9,34060.1,34655.2,1855.56649419
2023-11-01,34653.9,35612.5,34120.0,35441.7,3806.80440224
2023-11-02,35441.7,35945.0,34350.0,34927.7,3988.47589861
2023-11-03,34927.8,34927.8,34133.0,34741.2,2119.52126251
