timestamp,Open,High,Low,Close,Volume
2025-05-08 15:11:00,99662.44,99682.54,99619.02,99629.88,12.16732
2025-05-08 15:12:00,99629.89,99641.73,99618.86,99619.05,9.8561
2025-05-08 15:13:00,99619.05,99682.54,99617.63,99682.54,15.17625
2025-05-08 15:14:00,99682.53,99777.78,99682.53,99746.03,12.61437
2025-05-08 15:15:00,99746.03,99761.0,99719.29,99720.0,11.56594
2025-05-08 15:16:00,99720.0,99746.04,99704.33,99739.84,13.91215
2025-05-08 15:17:00,99739.84,99769.99,99736.56,99766.53,9.08987
2025-05-08 15:18:00,99766.53,99766.54,99746.03,99759.99,5.62529
2025-05-08 15:19:00,99759.99,99769.99,99748.95,99769.98,5.81882
2025-05-08 15:20:00,99769.98,99873.74,99769.98,99873.73,49.42855
2025-05-08 15:21:00,99873.74,100050.0,99659.85,99684.95,727.81986
2025-05-08 15:22:00,99684.95,99928.26,99663.76,99928.26,67.2948
2025-05-08 15:23:00,99928.26,100000.0,99841.77,99968.26,60.72937
2025-05-08 15:24:00,99968.26,100740.01,99964.99,100470.59,573.15731
2025-05-08 15:25:00,100470.59,100573.81,100354.84,100466.03,289.40455
2025-05-08 15:26:00,100466.03,100710.66,100454.33,100537.95,95.58679
2025-05-08 15:27:00,100537.94,100635.42,100481.66,100632.03,87.23235
2025-05-08 15:28:00,100632.03,100881.0,100620.05,100867.6,124.54651
2025-05-08 15:29:00,100867.59,100888.88,100623.6,100634.94,126.82233
2025-05-08 15:30:00,100634.93,100634.94,100423.4,100518.0,70.02795
2025-05-08 15:31:00,100518.0,100529.98,100460.0,100500.13,41.22231
2025-05-08 15:32:00,100500.12,100812.0,100500.12,100756.68,179.53759
2025-05-08 15:33:00,100756.68,100787.06,100603.31,100652.8,53.56891
2025-05-08 15:34:00,100652.81,100689.98,100606.63,100620.02,24.36824
2025-05-08 15:35:00,100620.01,100698.42,100620.01,100675.55,32.56071
2025-05-08 15:36:00,100675.55,100698.42,100586.41,100654.72,31.71939
2025-05-08 15:37:00,100654.72,100782.05,100624.7,100760.39,42.00639
